GEOID,Dam_Name,Other_Names,Former_Names,NID_ID,Other_Structure_ID,Federal_ID,Owner_Names,Owner_Types,Primary_Owner_Type,Number_of_Associated_Structures,Is_Associated_Structure?,Designer_Names,Non-Federal_Dam_on_Federal_Property,Primary_Purpose,Purposes,Source_Agency,State_or_Federal_Agency_ID,Latitude,Longitude,State,County,City,Distance_to_Nearest_City_Miles,River_or_Stream_Name,Congressional_District,State_Regulated_Dam,State_Jurisdictional_Dam,State_Regulatory_Agency,State_Permitting_Authority,State_Inspection_Authority,State_Enforcement_Authority,Federally_Regulated_Dam,Federal_Agency_Owners,Federal_Agency_Involvement_Funding,Federal_Agency_Involvement_Design,Federal_Agency_Involvement_Construction,Federal_Agency_Involvement_Regulatory,Federal_Agency_Involvement_Inspection,Federal_Agency_Involvement_Operation,Federal_Agency_Involvement_Other,Built_Under_the_Authority_of_the_Secretary_of_Agriculture,NRCS_Watershed_Dam_Authorization,Primary_Dam_Type,Dam_Types,Core_Types,Foundation,Dam_Height_Ft,Hydraulic_Height_Ft,Structural_Height_Ft,NID_Height_Ft,NID_Height_Category,Dam_Length_Ft,Volume_Cubic_Yards,Year_Completed,Year_Completed_Category,Years_Modified,NID_Storage_Acre-Ft,Max_Storage_Acre-Ft,Normal_Storage_Acre-Ft,Surface_Area_Acres,Drainage_Area_Sq_Miles,Max_Discharge_Cubic_Ft/Second,Spillway_Type,Spillway_Width_Ft,Number_of_Locks,Length_of_Locks_ft,Lock_Width_Ft,Length_of_Secondary_Lock_Ft,Secondary_Lock_Width_Ft,Outlet_Gate_Type,Data_Last_Updated,Last_Inspection_Date,Inspection_Frequency,Hazard_Potential_Classification,Condition_Assessment,Condition_Assessment_Date,EAP_Prepared,EAP_Last_Revision_Date,Website_URL,Operational_Status,Operational_Status_Date,Inundation_Maps_Added_to_NID?,American_Indian/Alaska_Native/Native_Hawaiian,geometry,STATEFP,COUNTYFP,TRACTCE,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
37023021302,South Mountain State Park Dam,Broughton Hospital Dam,NA,NC00092,NA,NC00092,NC Department of Parks and Recreation,State,State,0,No,NA,NA,Recreation,Recreation,North Carolina,BURKE-003,35.6406,-81.7515,North Carolina,Burke,Morganton,10,Clear Creek,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,39,57,57,51-100 feet,1500,NA,1950,1950-1959,2007,610,610,198,13,1561,8296,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-11-17,NA,High,Fair,NA,Yes,2016-01-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-81.7515, 35.6406)",37,023,021302,213.02,Census Tract 213.02,G5020,S,180699627,99944,+35.6179540,-081.6582038
37067004104,Fowler Lake Dam #1,NA,NA,NC01533,NA,NC01533,AMH NC Properties. LLP,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,FORSY-150,36.1581,-80.3574,North Carolina,Forsyth,Pfafftown,1,Muddy Creek-Tr,"North Carolina, Congressional District 05",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,24,30,30,25-50 feet,280,NA,NA,Undetermined,NA,40,40,19.2,2,50,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2021-03-02,NA,High,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.3574, 36.1581)",37,067,004104,41.04,Census Tract 41.04,G5020,S,15128949,119740,+36.1685797,-080.3813276
37125950702,Watson Lake Dam #2,Lake Dornoch Dam,NA,NC03570,NA,NC03570,Country Club of NC,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,MOORE-121,35.1541,-79.4363,North Carolina,Moore,NA,NA,Aberdeen Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,11,18,18,Less than 25 feet,950,NA,NA,Undetermined,NA,252,252,196,35,6750,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-01-24,NA,High,Fair,NA,Yes,2022-05-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-79.4363, 35.1541)",37,125,950702,9507.02,Census Tract 9507.02,G5020,S,18110408,477905,+35.1697257,-079.4554075
37151030804,Upper Zoo Dam,NA,NA,NC05226,NA,NC05226,NC Zoological Authority,State,State,0,No,NA,NA,Recreation,Recreation,North Carolina,RANDO-191,35.62667,-79.76444,North Carolina,Randolph,NA,NA,Panther Creek,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,22,28,28,25-50 feet,560,NA,1992,1990-1999,NA,143,143,113,12.8,146,410,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2020-03-17,NA,Low,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-79.76444, 35.62667)",37,151,030804,308.04,Census Tract 308.04,G5020,S,60213760,131706,+35.6209839,-079.7778424
37197050300,Highland Orchard Dam,NA,NA,NC06188,NA,NC06188,"Southern Land NC, LLC",Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,YADKI-345,36.174,-80.834,North Carolina,Yadkin,NA,NA,NA,"North Carolina, Congressional District 05",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,NA,NA,0,Undetermined,NA,NA,NA,Undetermined,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-01-31,NA,High,Not Rated,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.834, 36.174)",37,197,050300,503,Census Tract 503,G5020,S,96732151,349091,+36.2010112,-080.8243825
37025040502,Faggart Dam,NA,NA,NC05089,NA,NC05089,"Southern Hills NC, LLC",Private,Private,0,No,NA,NA,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Recreation",North Carolina,CABAR-063,35.34778,-80.53028,North Carolina,Cabarrus,Locust,12,Cold Water Creek,"North Carolina, Congressional District 08",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,13,14,14,Less than 25 feet,145,NA,NA,Undetermined,NA,4.2,4.2,3.8,0.75,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-01-05,NA,High,Fair,NA,Yes,2021-08-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-80.53028, 35.34778)",37,025,040502,405.02,Census Tract 405.02,G5020,S,32889755,114966,+35.3789627,-080.5208637
37153970100,Millstone 4-H Camp Dam,NA,NA,NC05379,NA,NC05379,NC Wildlife Resources Commission,State,State,0,No,NA,NA,Recreation,Recreation,North Carolina,RICHM-052,35.05528,-79.68917,North Carolina,Richmond,NA,NA,Millstone Lake,"North Carolina, Congressional District 09",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,11,16,16,Less than 25 feet,0,NA,NA,Undetermined,NA,38,38,26,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-01-17,NA,High,Fair,NA,Yes,2022-08-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-79.68917, 35.05528)",37,153,970100,9701,Census Tract 9701,G5020,S,246426633,2015349,+35.0419652,-079.6140274
37175960404,Dupont Lake Dam,Dera Dam,NA,NC00382,NA,NC00382,NC Department of Agriculture & Consumer Services,State,State,0,No,USDA NRCS,NA,Recreation,Recreation,North Carolina,TRANS-017,35.1869,-82.6217,North Carolina,Transylvania,Little River,4,Little River,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,Natural Resources Conservation Service,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,24,30,30,25-50 feet,715,NA,NA,Undetermined,NA,202,202,125,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-02-08,NA,Significant,Fair,NA,Yes,2015-12-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-82.6217, 35.1869)",37,175,960404,9604.04,Census Tract 9604.04,G5020,S,84984836,630945,+35.1710514,-082.6513395
37183980200,Reedy Creek Lake Dam,NA,NA,NC00842,NA,NC00842,NC Department of Parks and Recreation,State,State,0,No,NA,NA,Recreation,Recreation;Water Supply,North Carolina,WAKE-014,35.84,-78.745,North Carolina,Wake,Raleigh,3,Crabtree Creek-Tr,"North Carolina, Congressional District 02",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,27,32,32,25-50 feet,330,NA,1955,1950-1959,NA,96,96,80,7.5,2844,205,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2020-08-14,NA,Low,Satisfactory,NA,Not Required,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-78.745, 35.84)",37,183,980200,9802,Census Tract 9802,G5020,S,21360472,332607,+35.8654838,-078.7490058
37183054001,Lake Plaza Dam,NA,NA,NC05133,NA,NC05133,"RL 14 NC, LP",Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,WAKE-360,35.8638,-78.6233,North Carolina,Wake,NA,NA,Big Branch,"North Carolina, Congressional District 02",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,13,17,17,Less than 25 feet,300,NA,NA,Undetermined,NA,18.4,18.4,10.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-03-01,NA,High,Satisfactory,NA,Yes,2021-05-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-78.6233, 35.8638)",37,183,054001,540.01,Census Tract 540.01,G5020,S,3471532,16707,+35.8584752,-078.6323730
37161960700,Forest Lake Dam,NA,NA,NC00136,NA,NC00136,NC Department of Transportation,State,State,0,No,NA,NA,Recreation,Recreation,North Carolina,RUTHE-008,35.364,-81.8757,North Carolina,Rutherford,Bostic,3,UT to 2nd Broad River,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,34,38,38,25-50 feet,475,NA,1963,1960-1969,NA,200,200,160,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2021-04-05,NA,Significant,Unsatisfactory,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-81.8757, 35.364)",37,161,960700,9607,Census Tract 9607,G5020,S,32875059,122829,+35.3544255,-081.8582142
37021001801,Ross Creek Dam,NA,NA,NC01918,NA,NC01918,NC Department of Transportation,State,State,0,No,NA,NA,Flood Risk Reduction,Flood Risk Reduction,North Carolina,BUNCO-054,35.596,-82.531,North Carolina,Buncombe,NA,NA,Ross Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Rockfill,Rockfill,NA,NA,NA,NA,28,28,25-50 feet,153,NA,NA,Undetermined,NA,15,15,NA,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2009-05-18,NA,High,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-82.531, 35.596)",37,021,001801,18.01,Census Tract 18.01,G5020,S,8527268,2185,+35.6121842,-082.5226018
37023021302,Morganton Watershed Dam,NA,NA,NC01288,NA,NC01288,NC Department of Parks and Recreation,State,State,0,No,NA,NA,Water Supply,Water Supply,North Carolina,BURKE-009,35.6231,-81.7046,North Carolina,Burke,Morganton,10,Henry River,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Concrete,Concrete;Gravity,NA,NA,NA,NA,31,31,25-50 feet,140,NA,1939,1930-1939,NA,150,150,NA,24,3392,431,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-03-01,NA,High,Fair,NA,Yes,2016-01-01,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-81.7046, 35.6231)",37,023,021302,213.02,Census Tract 213.02,G5020,S,180699627,99944,+35.6179540,-081.6582038
37175960404,Summit Camp Dam Upper,Fawn Dam,NA,NC01381,NA,NC01381,NC Department of Agriculture & Consumer Services,State,State,0,No,NA,NA,Recreation,Recreation,North Carolina,TRANS-022,35.1654,-82.609,North Carolina,Transylvania,Little River,7,Reasonover Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,NA,30,30,25-50 feet,0,NA,1979,1970-1979,NA,90,90,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2023-03-15,NA,Low,Poor,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-82.609, 35.1654)",37,175,960404,9604.04,Census Tract 9604.04,G5020,S,84984836,630945,+35.1710514,-082.6513395
37045951501,Mount Pleasant Fishing Lake Dam,NA,NA,NC00105,NA,NC00105,NC Department of Transportation,State,State,0,No,NA,NA,Recreation,Recreation,North Carolina,CLEVE-019,35.2287,-81.7329,North Carolina,Cleveland,"Cherokee Falls, SC",15.6,Broad River,"North Carolina, Congressional District 10",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,19,26,26,25-50 feet,350,NA,1958,1950-1959,NA,146,146,36,4.8,324,93,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2020-10-28,NA,Significant,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-81.7329, 35.2287)",37,045,951501,9515.01,Census Tract 9515.01,G5020,S,53788100,104940,+35.2501871,-081.6996053
37089931902,Camp Tekoa Dam,NA,NA,NC03047,NA,NC03047,Western NC Conference United Methodist Church,Private,Private,0,No,NA,NA,Recreation,Recreation,North Carolina,HENDE-075,35.26114,-82.50716,North Carolina,Henderson,NA,NA,Mud Creek,"North Carolina, Congressional District 11",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,22,24,24,Less than 25 feet,125,NA,NA,Undetermined,NA,24,24,21,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2022-08-30,NA,Significant,Satisfactory,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-82.50716, 35.26114)",37,089,931902,9319.02,Census Tract 9319.02,G5020,S,61029934,313209,+35.2561105,-082.5437141
37157041100,Lake Hazel Dam,NA,NA,NC00565,NA,NC00565,NC Cooperative Extension Service,State,State,0,No,NA,NA,Recreation,Recreation,North Carolina,ROCKI-017,36.393,-79.709,North Carolina,Rockingham,Reidsville,4,Carroll Creek,"North Carolina, Congressional District 06",Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,N/A,Earth,Earth,NA,NA,NA,15,22,22,Less than 25 feet,150,NA,1962,1960-1969,NA,195,195,136,22,1926,165,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-25,2020-12-22,NA,High,Fair,NA,No,NA,https://damsafety.org/north-carolina,NA,NA,No,NA,"c(-79.709, 36.393)",37,157,041100,411,Census Tract 411,G5020,S,131461492,1088585,+36.4304117,-079.7310768
